Date_Range_DIF,Date_Range_STD,Abort_Timing,Record Name,RMSE_cal,RMSE_std,Beam_Max,MaxRSE_std,Max_Pre,Avg_Pre,Max_Cal,Avg_Cal,Max_Raw_Pre,Avg_Raw_Pre,Max_STD_Raw_Pre,Avg_STD_Raw_Pre,W0_std,W1_std,W2_std,W3_std,W4_std,W0_dif,W1_dif,W2_dif,W3_dif,W4_dif,RMSE_dif,MaxRSE_dif,Cause_no
20240402001430-20240402003447,20240325000000-20240328000000,2024-04-02 00:32:47,VALCCG:D06_L24:PRES,4.01e-01,1.45e-01,6.33e+02,8.420e-01,1.01e+00,5.88e-01,1.03e+00,2.05e-01,4.59e-08,2.68e-08,5.13e-08,8.17e-09,9.70e-01,5.54e-02,1.12e-08,6.46e-02,0.00e+00,6.68e-01,2.93e-03,4.59e-01,1.06e-02,0.00e+00,6.65e-02,2.31e-01,0.00e+00
20240402001430-20240402003447,20240325000000-20240328000000,2024-04-02 00:32:47,VALCCG:D07_L22:PRES,3.69e-01,1.36e-01,6.33e+02,5.289e-01,1.01e+00,6.37e-01,1.10e+00,2.85e-01,6.23e-08,3.93e-08,6.19e-08,1.50e-08,9.21e-01,6.86e-02,5.75e-04,1.76e-01,0.00e+00,6.98e-01,2.08e-03,4.13e-01,5.68e-03,0.00e+00,4.81e-02,1.91e-01,0.00e+00
20240402001430-20240402003447,20240325000000-20240328000000,2024-04-02 00:32:47,VALCCG:D09_L02:PRES,3.29e-01,9.04e-02,6.33e+02,1.134e+00,1.02e+00,4.28e-01,1.13e+00,1.13e-01,3.95e-08,1.66e-08,5.21e-08,3.90e-09,1.13e+00,8.23e-02,4.15e-07,7.36e-10,0.00e+00,7.49e-01,7.77e-02,1.16e-07,3.49e-01,0.00e+00,5.63e-02,3.50e-01,0.00e+00
20240402001430-20240402003447,20240325000000-20240328000000,2024-04-02 00:32:47,VALCCG:D10_L10:PRES,3.95e-01,1.05e-01,6.33e+02,1.153e+00,9.84e-01,4.81e-01,1.15e+00,9.76e-02,4.38e-08,2.14e-08,3.34e-08,2.09e-09,1.15e+00,9.86e-02,1.90e-06,2.10e-09,0.00e+00,6.78e-01,4.46e-02,1.38e-16,3.62e-01,0.00e+00,1.56e-02,5.70e-02,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D02_L20:PRES,5.95e-01,1.43e-01,6.52e+02,6.851e-01,9.94e-01,6.06e-01,6.85e-01,4.86e-02,2.02e-08,1.23e-08,1.75e-08,6.61e-10,6.85e-01,1.13e-01,3.83e-13,9.66e-09,0.00e+00,8.12e-01,6.64e-03,1.73e-01,6.55e-02,0.00e+00,1.87e-01,5.45e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D03_L03:PRES,2.49e-01,1.00e-02,6.52e+02,3.690e-12,9.75e-01,7.23e-02,3.69e-12,1.46e-12,1.76e-08,1.31e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.20e+00,1.18e-01,1.72e-07,2.06e-13,0.00e+00,8.63e-02,3.01e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D03_L07:PRES,2.38e-01,1.00e-02,6.52e+02,3.690e-12,9.74e-01,6.33e-02,3.69e-12,1.46e-12,1.65e-08,1.07e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.14e+00,1.32e-01,1.18e-07,2.18e-07,0.00e+00,8.84e-02,3.59e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D03_L10:PRES,4.07e-01,9.10e-02,6.52e+02,1.118e+00,9.90e-01,4.97e-01,1.12e+00,1.04e-01,4.10e-08,2.06e-08,3.86e-08,3.13e-09,1.12e+00,8.31e-02,4.50e-07,1.11e-09,0.00e+00,5.38e-01,3.93e-03,5.34e-01,5.74e-02,0.00e+00,6.38e-02,2.35e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D03_L15:PRES,1.99e-01,1.00e-02,6.52e+02,3.690e-12,9.88e-01,4.12e-02,3.69e-12,1.46e-12,1.29e-08,5.38e-10,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.09e+00,2.17e-01,6.08e-02,9.78e-07,0.00e+00,8.08e-02,4.58e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D03_L18:PRES,4.06e-01,1.11e-01,6.52e+02,1.126e+00,9.80e-01,4.67e-01,1.13e+00,1.10e-01,2.56e-08,1.22e-08,2.70e-08,2.29e-09,1.13e+00,7.87e-02,3.77e-15,1.43e-09,0.00e+00,6.66e-01,1.07e-02,2.76e-01,1.06e-01,0.00e+00,1.60e-01,3.32e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D04_L09C:PRES,2.92e-01,1.00e-02,6.52e+02,3.690e-12,9.83e-01,9.78e-02,3.69e-12,1.46e-12,1.83e-08,1.82e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.25e+00,8.82e-02,1.63e-06,8.46e-08,0.00e+00,1.02e-01,3.09e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D06_L16:PRES,3.97e-01,1.56e-01,6.52e+02,6.297e-01,9.91e-01,6.32e-01,1.06e+00,2.51e-01,4.21e-08,2.69e-08,4.76e-08,1.03e-08,9.21e-01,6.33e-02,5.44e-06,1.41e-01,0.00e+00,7.05e-01,2.14e-03,3.84e-01,4.58e-03,0.00e+00,5.54e-02,2.05e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D06_L23:PRES,4.94e-01,1.03e-01,6.52e+02,1.155e+00,9.79e-01,5.71e-01,1.16e+00,9.04e-02,3.26e-08,1.90e-08,3.15e-08,2.04e-09,1.16e+00,1.01e-01,6.78e-06,7.27e-11,0.00e+00,6.55e-01,4.16e-03,3.82e-01,5.51e-02,0.00e+00,6.26e-02,1.99e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D06_L24:PRES,4.03e-01,1.45e-01,6.52e+02,8.420e-01,9.97e-01,5.83e-01,1.03e+00,1.97e-01,4.20e-08,2.46e-08,5.13e-08,8.17e-09,9.70e-01,5.54e-02,1.12e-08,6.46e-02,0.00e+00,6.67e-01,3.38e-03,4.17e-01,3.16e-02,0.00e+00,6.15e-02,2.18e-01,0.00e+00
20240402003500-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,VALCCG:D10_L10:PRES,3.42e-01,1.05e-01,6.52e+02,1.153e+00,9.91e-01,4.23e-01,1.15e+00,9.20e-02,4.45e-08,1.90e-08,3.34e-08,2.09e-09,1.15e+00,9.86e-02,1.90e-06,2.10e-09,0.00e+00,7.03e-01,4.78e-02,2.93e-05,3.12e-01,0.00e+00,2.91e-02,5.90e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D01_L05:PRES,2.68e-01,1.00e-02,8.52e+02,3.690e-12,1.03e+00,7.65e-02,3.69e-12,1.47e-12,2.46e-08,1.83e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.28e+00,1.41e-01,1.76e-06,1.57e-12,0.00e+00,9.44e-02,3.23e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D01_L18:PRES,4.67e-01,1.31e-01,8.52e+02,1.045e+00,1.06e+00,4.27e-01,6.66e-01,4.06e-02,3.29e-08,1.33e-08,1.76e-08,4.75e-10,6.66e-01,1.60e-01,3.51e-07,4.30e-12,0.00e+00,8.94e-01,1.51e-02,2.37e-01,3.80e-05,0.00e+00,1.88e-01,4.14e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D01_L21:PRES,3.52e-01,9.83e-02,8.52e+02,1.134e+00,1.05e+00,4.41e-01,1.13e+00,1.07e-01,6.11e-08,2.57e-08,4.02e-08,2.67e-09,1.13e+00,9.75e-02,9.25e-07,8.75e-11,0.00e+00,8.06e-01,8.69e-02,3.53e-16,3.59e-01,0.00e+00,9.09e-02,2.78e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D02_L11:PRES,3.01e-01,4.07e-02,8.52e+02,9.940e-01,1.01e+00,1.04e-01,7.03e-02,3.55e-03,2.24e-08,2.30e-09,1.26e-08,2.02e-11,1.17e-13,2.72e+01,7.03e-02,1.28e-09,0.00e+00,1.28e+00,1.00e-01,3.22e-06,6.18e-08,0.00e+00,1.08e-01,3.15e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D02_L13:PRES,2.67e-01,1.00e-02,8.52e+02,3.690e-12,1.01e+00,7.67e-02,3.69e-12,1.47e-12,2.03e-08,1.54e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.25e+00,1.38e-01,4.30e-06,8.41e-14,0.00e+00,9.84e-02,3.43e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D02_L16:PRES,4.45e-01,1.14e-01,8.52e+02,9.274e-01,1.01e+00,3.87e-01,4.51e-01,2.28e-02,3.10e-08,1.19e-08,1.56e-08,3.12e-10,3.57e-07,2.72e+01,4.51e-01,2.48e-11,0.00e+00,9.36e-01,1.86e-02,1.00e-01,1.33e-03,0.00e+00,1.36e-01,2.74e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D02_L20:PRES,6.74e-01,1.43e-01,8.52e+02,6.851e-01,1.00e+00,7.27e-01,6.85e-01,5.67e-02,3.61e-08,2.62e-08,1.75e-08,6.61e-10,6.85e-01,1.13e-01,3.83e-13,9.66e-09,0.00e+00,8.31e-01,2.63e-03,2.46e-01,5.63e-05,0.00e+00,4.11e-02,1.27e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D02_L23:PRES,4.58e-01,1.10e-01,8.52e+02,1.159e+00,9.99e-01,5.61e-01,1.16e+00,1.18e-01,4.58e-08,2.57e-08,2.64e-08,1.99e-09,1.16e+00,8.93e-02,1.18e-06,4.80e-08,0.00e+00,5.77e-01,5.51e-02,4.11e-10,4.69e-01,0.00e+00,3.13e-02,6.64e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L01:PRES,2.85e-01,1.00e-02,8.52e+02,3.690e-12,1.02e+00,8.23e-02,3.69e-12,1.47e-12,1.36e-08,1.10e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.21e+00,1.25e-01,1.98e-09,2.18e-08,0.00e+00,1.17e-01,4.63e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L02:PRES,3.67e-01,9.71e-02,8.52e+02,1.105e+00,1.01e+00,4.47e-01,1.11e+00,8.78e-02,4.78e-08,2.11e-08,2.75e-08,1.52e-09,1.10e+00,1.18e-01,3.81e-08,1.50e-12,0.00e+00,7.50e-01,7.20e-02,2.19e-05,3.52e-01,0.00e+00,4.00e-02,9.55e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L03:PRES,4.58e-01,1.00e-02,8.52e+02,3.690e-12,1.00e+00,3.47e-01,3.69e-12,1.47e-12,3.09e-08,1.07e-08,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.01e+00,2.25e-02,4.66e-07,1.03e-11,0.00e+00,1.22e-01,2.03e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L05:PRES,3.34e-01,1.00e-02,8.52e+02,3.690e-12,1.02e+00,1.27e-01,3.69e-12,1.47e-12,2.07e-08,2.58e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.29e+00,8.15e-02,5.01e-08,3.77e-08,0.00e+00,1.08e-01,2.98e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L07:PRES,3.92e-01,1.00e-02,8.52e+02,3.690e-12,1.01e+00,2.18e-01,3.69e-12,1.47e-12,2.96e-08,6.42e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.16e+00,4.79e-02,3.11e-10,7.07e-03,0.00e+00,1.49e-01,3.39e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L08:PRES,4.95e-01,3.72e-02,8.52e+02,9.190e-01,1.00e+00,4.40e-01,6.61e-02,3.34e-03,3.20e-08,1.40e-08,1.22e-08,1.97e-11,2.13e-13,2.72e+01,6.61e-02,2.86e-09,0.00e+00,7.43e-01,1.82e-02,2.02e-01,1.22e-01,0.00e+00,1.23e-01,2.49e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L09:PRES,3.47e-01,1.00e-02,8.52e+02,3.690e-12,1.01e+00,1.33e-01,3.69e-12,1.47e-12,1.72e-08,2.27e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.30e+00,7.77e-02,4.75e-11,3.14e-11,0.00e+00,1.23e-01,3.41e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L10:PRES,4.30e-01,9.10e-02,8.52e+02,1.118e+00,1.01e+00,5.37e-01,1.12e+00,1.22e-01,6.19e-08,3.31e-08,3.86e-08,3.13e-09,1.12e+00,8.31e-02,4.50e-07,1.11e-09,0.00e+00,6.14e-01,4.91e-03,4.77e-01,4.69e-02,0.00e+00,6.71e-02,2.32e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L11:PRES,3.83e-01,9.57e-02,8.52e+02,1.076e+00,9.98e-01,4.47e-01,1.08e+00,7.17e-02,4.29e-08,1.92e-08,2.49e-08,1.08e-09,1.08e+00,1.44e-01,2.02e-13,6.74e-11,0.00e+00,7.20e-01,7.35e-02,7.52e-07,3.59e-01,0.00e+00,3.14e-02,8.34e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L11A:PRES,5.44e-01,4.55e-02,8.52e+02,9.240e-01,1.01e+00,5.27e-01,7.39e-02,3.73e-03,3.61e-08,1.88e-08,1.34e-08,3.21e-11,2.34e-14,2.72e+01,7.39e-02,1.68e-09,0.00e+00,6.58e-01,6.81e-02,8.47e-11,4.43e-01,0.00e+00,3.15e-02,9.54e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L15:PRES,3.46e-01,1.00e-02,8.52e+02,3.690e-12,9.94e-01,1.45e-01,3.69e-12,1.47e-12,2.47e-08,3.60e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.25e+00,6.88e-02,1.05e-10,4.96e-11,0.00e+00,1.05e-01,2.76e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L16:PRES,4.35e-01,1.14e-01,8.52e+02,8.874e-01,9.93e-01,4.78e-01,8.87e-01,5.26e-02,3.58e-08,1.73e-08,1.81e-08,5.15e-10,8.78e-01,2.05e-01,1.90e-14,9.14e-03,0.00e+00,7.19e-01,7.36e-02,1.21e-09,3.90e-01,0.00e+00,3.78e-02,1.20e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L17:PRES,2.48e-01,1.00e-02,8.52e+02,3.690e-12,1.00e+00,6.38e-02,3.69e-12,1.47e-12,1.64e-08,1.04e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.17e+00,1.61e-01,4.10e-08,8.59e-08,0.00e+00,9.68e-02,4.04e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L18:PRES,4.85e-01,1.11e-01,8.52e+02,1.126e+00,1.00e+00,5.98e-01,1.13e+00,1.29e-01,3.71e-08,2.21e-08,2.70e-08,2.29e-09,1.13e+00,7.87e-02,3.77e-15,1.43e-09,0.00e+00,5.52e-01,5.84e-02,3.05e-08,5.15e-01,0.00e+00,3.09e-02,6.63e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L19:PRES,3.16e-01,1.00e-02,8.52e+02,3.690e-12,1.01e+00,1.07e-01,3.69e-12,1.47e-12,1.67e-08,1.78e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.29e+00,9.74e-02,1.19e-06,2.44e-08,0.00e+00,1.17e-01,3.56e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D03_L20:PRES,2.47e-01,1.00e-02,8.52e+02,3.690e-12,1.01e+00,6.35e-02,3.69e-12,1.47e-12,1.49e-08,9.41e-10,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.17e+00,1.63e-01,1.59e-07,3.46e-07,0.00e+00,9.52e-02,3.87e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D04_L09C:PRES,3.90e-01,1.00e-02,8.52e+02,3.690e-12,9.76e-01,2.30e-01,3.69e-12,1.47e-12,3.58e-08,8.46e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.10e+00,3.79e-02,5.99e-10,4.79e-14,0.00e+00,7.87e-02,1.77e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D04_L09D:PRES,3.75e-01,1.19e-01,8.52e+02,9.060e-01,9.79e-01,3.72e-01,5.29e-01,2.67e-02,4.98e-08,1.89e-08,1.72e-08,3.01e-10,2.56e-11,2.72e+01,5.29e-01,9.12e-10,0.00e+00,7.99e-01,6.58e-02,3.27e-15,2.64e-01,0.00e+00,2.38e-02,8.52e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D05_L01:PRES,2.21e-01,1.00e-02,8.52e+02,3.690e-12,1.00e+00,4.93e-02,3.69e-12,1.47e-12,1.31e-08,6.43e-10,1.31e-08,6.08e-11,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.16e+00,2.19e-01,2.44e-09,4.76e-03,0.00e+00,9.01e-02,4.75e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L01:PRES,2.29e-01,1.00e-02,8.52e+02,3.690e-12,9.59e-01,5.89e-02,3.69e-12,1.47e-12,1.57e-08,9.66e-10,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.09e+00,1.64e-01,1.62e-07,5.27e-07,0.00e+00,8.72e-02,3.88e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L09:PRES,2.40e-01,1.00e-02,8.52e+02,3.690e-12,9.81e-01,6.20e-02,3.69e-12,1.47e-12,1.42e-08,8.95e-10,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.14e+00,1.61e-01,7.46e-13,8.30e-08,0.00e+00,9.48e-02,4.35e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L10:PRES,4.76e-01,1.17e-01,8.52e+02,1.151e+00,9.82e-01,5.86e-01,1.15e+00,1.34e-01,4.70e-08,2.81e-08,3.12e-08,2.68e-09,1.15e+00,7.74e-02,6.80e-14,8.64e-09,0.00e+00,6.77e-01,4.72e-03,3.45e-01,4.92e-02,0.00e+00,5.35e-02,1.61e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L17:PRES,4.05e-01,9.93e-02,8.52e+02,1.154e+00,9.79e-01,4.88e-01,1.15e+00,9.55e-02,4.73e-08,2.36e-08,3.04e-08,1.74e-09,1.15e+00,1.12e-01,1.15e-06,6.84e-12,0.00e+00,6.26e-01,7.52e-02,1.22e-07,4.14e-01,0.00e+00,3.33e-02,7.39e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L18:PRES,3.57e-01,8.96e-02,8.52e+02,1.142e+00,9.80e-01,4.48e-01,1.14e+00,1.03e-01,4.99e-08,2.28e-08,3.82e-08,2.53e-09,1.14e+00,1.02e-01,1.00e-06,3.81e-11,0.00e+00,6.93e-01,8.63e-02,2.19e-11,3.74e-01,0.00e+00,3.58e-02,8.74e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L19:PRES,2.65e-01,1.00e-02,8.52e+02,3.690e-12,9.87e-01,7.64e-02,3.69e-12,1.47e-12,1.46e-08,1.13e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.22e+00,1.34e-01,6.41e-06,3.05e-12,0.00e+00,1.02e-01,4.12e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L21:PRES,3.01e-01,1.00e-02,8.52e+02,3.690e-12,9.89e-01,1.02e-01,3.69e-12,1.47e-12,1.82e-08,1.88e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.25e+00,1.00e-01,5.90e-07,6.91e-08,0.00e+00,1.06e-01,3.08e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L23:PRES,4.69e-01,1.03e-01,8.52e+02,1.155e+00,9.82e-01,5.58e-01,1.16e+00,1.05e-01,5.53e-08,3.14e-08,3.15e-08,2.04e-09,1.16e+00,1.01e-01,6.78e-06,7.27e-11,0.00e+00,6.19e-01,4.57e-03,4.16e-01,5.77e-02,0.00e+00,5.87e-02,1.98e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L24:PRES,3.75e-01,1.45e-01,8.52e+02,8.420e-01,9.87e-01,5.71e-01,1.03e+00,2.19e-01,6.93e-08,4.01e-08,5.13e-08,8.17e-09,9.70e-01,5.54e-02,1.12e-08,6.46e-02,0.00e+00,6.19e-01,3.60e-03,4.36e-01,4.41e-02,0.00e+00,5.68e-02,2.05e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D06_L26:PRES,4.37e-01,1.31e-01,8.52e+02,7.802e-01,9.71e-01,4.83e-01,7.80e-01,5.03e-02,3.29e-08,1.64e-08,1.80e-08,5.95e-10,7.80e-01,1.49e-01,1.39e-04,3.69e-08,0.00e+00,6.26e-01,7.72e-02,1.88e-14,4.09e-01,0.00e+00,3.88e-02,8.52e-02,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D07_L13:PRES,2.42e-01,1.00e-02,8.52e+02,3.690e-12,9.56e-01,6.25e-02,3.69e-12,1.47e-12,1.28e-08,8.40e-10,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.10e+00,1.52e-01,2.06e-12,4.23e-08,0.00e+00,1.06e-01,5.15e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D07_L16:PRES,3.32e-01,1.00e-02,8.52e+02,3.690e-12,9.59e-01,1.27e-01,3.69e-12,1.47e-12,2.04e-08,2.70e-09,1.25e-08,2.00e-11,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.23e+00,7.70e-02,1.05e-12,9.72e-11,0.00e+00,1.20e-01,3.09e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D07_L17:PRES,2.90e-01,1.00e-02,8.52e+02,3.690e-12,9.78e-01,9.16e-02,3.69e-12,1.47e-12,1.53e-08,1.43e-09,0.00e+00,0.00e+00,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.20e+00,1.06e-01,4.11e-06,3.16e-08,0.00e+00,1.22e-01,4.17e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D07_L23:PRES,3.23e-01,4.73e-02,8.52e+02,9.843e-01,9.61e-01,1.24e-01,2.91e-02,2.55e-03,2.57e-08,3.32e-09,1.30e-08,6.06e-11,2.04e-07,2.72e+01,2.79e-02,1.14e-03,0.00e+00,1.23e+00,7.86e-02,3.69e-09,1.16e-10,0.00e+00,1.14e-01,3.06e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D07_L24:PRES,3.81e-01,1.31e-01,8.52e+02,9.128e-01,9.63e-01,4.13e-01,9.13e-01,6.31e-02,3.34e-08,1.43e-08,1.88e-08,8.19e-10,9.13e-01,1.38e-01,1.63e-09,5.53e-08,0.00e+00,7.88e-01,8.16e-02,2.72e-12,3.26e-01,0.00e+00,1.43e-01,4.20e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D09_L02:PRES,3.53e-01,9.04e-02,8.52e+02,1.134e+00,1.05e+00,4.67e-01,1.13e+00,1.25e-01,6.10e-08,2.70e-08,5.21e-08,3.90e-09,1.13e+00,8.23e-02,4.15e-07,7.36e-10,0.00e+00,7.63e-01,8.28e-02,2.00e-11,3.82e-01,0.00e+00,3.93e-02,1.38e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D09_L16:PRES,3.46e-01,9.93e-02,8.52e+02,5.375e-01,1.01e+00,4.97e-01,1.08e+00,1.67e-01,8.56e-08,4.22e-08,7.10e-08,8.58e-09,1.04e+00,7.35e-02,2.19e-04,4.09e-02,0.00e+00,4.63e-01,6.30e-03,5.39e-01,1.43e-01,0.00e+00,6.86e-02,2.71e-01,0.00e+00
20240402022730-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VALCCG:D09_L25:PRES,3.08e-01,1.00e-02,8.52e+02,3.690e-12,1.14e+00,8.88e-02,3.69e-12,1.47e-12,1.40e-08,1.10e-09,1.22e-08,2.94e-11,5.74e-16,2.72e+01,2.33e-12,1.36e-12,0.00e+00,1.33e+00,1.23e-01,2.65e-06,1.13e-09,0.00e+00,1.38e-01,5.38e-01,0.00e+00
