Date_Range_DIF,Date_Range_STD,Abort_Timing,Record Name,RMSE_cal,RMSE_std,Beam_Max,MaxRSE_std,Max_Pre,Avg_Pre,Max_Cal,Avg_Cal,Max_Raw_Pre,Avg_Raw_Pre,Max_STD_Raw_Pre,Avg_STD_Raw_Pre,W0_std,W1_std,W2_std,W3_std,W4_std,W0_dif,W1_dif,W2_dif,W3_dif,W4_dif,RMSE_dif,MaxRSE_dif,Cause_no
20240406221200-20240407081719,20240330000000-20240402000000,2024-04-07 08:15:19,VAHCCG:D07_H00:PRES,1.73e-01,1.00e-02,7.60e+02,7.920e-12,1.01e+00,3.04e-02,7.92e-12,3.64e-12,1.29e-08,3.91e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.11e+00,3.61e-01,2.44e-13,2.15e-07,0.00e+00,6.64e-02,4.29e-01,0.00e+00
20240406221200-20240407081719,20240330000000-20240402000000,2024-04-07 08:15:19,VAHCCG:D09_H13:PRES,1.77e-01,1.00e-02,7.60e+02,7.920e-12,1.01e+00,3.10e-02,7.92e-12,3.64e-12,1.24e-08,3.80e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.12e+00,3.46e-01,6.18e-03,1.06e-10,0.00e+00,6.92e-02,4.38e-01,0.00e+00
20240406221200-20240407081719,20240330000000-20240402000000,2024-04-07 08:15:19,VAHCCG:D11_H02:PRES,3.13e-01,2.86e-02,7.60e+02,9.445e-01,1.20e+00,8.78e-02,3.58e-02,1.69e-03,1.59e-08,1.16e-09,1.34e-08,1.22e-11,7.38e-05,2.72e+01,3.57e-02,5.50e-09,0.00e+00,1.42e+00,1.26e-01,1.00e-06,8.54e-10,0.00e+00,1.27e-01,4.89e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D01_H11:PRES,2.66e-01,1.00e-02,8.01e+02,7.920e-12,1.03e+00,7.39e-02,7.92e-12,3.64e-12,1.61e-08,1.15e-09,9.28e-08,2.63e-10,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.28e+00,1.37e-01,9.39e-07,3.09e-12,0.00e+00,9.89e-02,3.72e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D04_H06:PRES,2.34e-01,1.00e-02,8.01e+02,7.920e-12,1.00e+00,5.83e-02,7.92e-12,3.64e-12,1.69e-08,9.79e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.16e+00,1.65e-01,5.25e-07,1.38e-06,0.00e+00,8.83e-02,3.84e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D04_H23:PRES,2.59e-01,1.00e-02,8.01e+02,7.920e-12,1.00e+00,7.20e-02,7.92e-12,3.64e-12,1.72e-08,1.23e-09,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.25e+00,1.38e-01,3.49e-07,1.79e-12,0.00e+00,9.55e-02,3.33e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D07_H00:PRES,2.63e-01,1.00e-02,8.01e+02,7.920e-12,9.98e-01,7.33e-02,7.92e-12,3.64e-12,1.50e-08,1.10e-09,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.25e+00,1.34e-01,9.82e-06,3.09e-12,0.00e+00,1.02e-01,3.73e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D08_H14:PRES,2.12e-01,1.00e-02,8.01e+02,7.920e-12,9.89e-01,4.58e-02,7.92e-12,3.64e-12,1.28e-08,5.93e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.14e+00,2.17e-01,2.18e-09,4.65e-03,0.00e+00,8.73e-02,4.75e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D09_H06:PRES,2.08e-01,1.00e-02,8.01e+02,7.920e-12,9.84e-01,4.50e-02,7.92e-12,3.64e-12,1.34e-08,6.11e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.13e+00,2.19e-01,2.45e-10,3.23e-03,0.00e+00,8.37e-02,4.54e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D09_H09:PRES,2.12e-01,1.00e-02,8.01e+02,7.920e-12,1.00e+00,4.59e-02,7.92e-12,3.64e-12,1.31e-08,6.02e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.15e+00,2.19e-01,4.62e-09,3.55e-03,0.00e+00,8.53e-02,4.56e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D09_H13:PRES,2.06e-01,1.00e-02,8.01e+02,7.920e-12,9.79e-01,4.46e-02,7.92e-12,3.64e-12,1.39e-08,6.35e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.12e+00,2.19e-01,7.35e-10,3.30e-03,0.00e+00,8.24e-02,4.31e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D09_H19:PRES,1.76e-01,1.00e-02,8.01e+02,7.920e-12,1.00e+00,3.12e-02,7.92e-12,3.64e-12,1.21e-08,3.78e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.13e+00,3.47e-01,2.48e-04,4.97e-07,0.00e+00,6.95e-02,4.32e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D10_H25:PRES,1.58e-01,1.00e-02,8.01e+02,7.920e-12,9.16e-01,2.79e-02,7.92e-12,3.64e-12,1.30e-08,3.95e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.02e+00,3.74e-01,3.83e-13,1.53e-02,0.00e+00,6.22e-02,3.73e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D11_H02:PRES,2.95e-01,2.86e-02,8.01e+02,9.445e-01,1.14e+00,8.31e-02,3.58e-02,1.71e-03,1.72e-08,1.26e-09,1.34e-08,1.22e-11,7.38e-05,2.72e+01,3.57e-02,5.50e-09,0.00e+00,1.31e+00,1.25e-01,2.33e-07,1.04e-08,0.00e+00,1.21e-01,4.59e-01,0.00e+00
20240407081730-20240407140620,20240330000000-20240402000000,2024-04-07 14:04:20,VAHCCG:D12_H12:PRES,2.04e-01,1.00e-02,8.01e+02,7.920e-12,9.76e-01,4.41e-02,7.92e-12,3.64e-12,1.44e-08,6.49e-10,0.00e+00,0.00e+00,3.96e-16,2.72e+01,4.49e-12,3.42e-12,0.00e+00,1.10e+00,2.21e-01,1.64e-10,6.98e-03,0.00e+00,8.09e-02,4.29e-01,0.00e+00
20240407140830-20240407200620,20240330000000-20240402000000,2024-04-07 20:04:20,VAHCCG:D05_H14:PRES,4.02e-01,1.21e-01,7.61e+02,1.059e+00,7.19e-01,4.58e-01,1.06e+00,7.90e-02,5.05e-08,3.22e-08,6.43e-08,5.11e-09,1.03e+00,9.01e-02,4.96e-09,2.64e-02,0.00e+00,3.79e-01,1.43e-03,2.31e-01,1.30e-01,0.00e+00,3.81e-02,1.08e-01,0.00e+00
20240407140630-20240408123944,20240331000000-20240403000000,2024-04-08 12:37:44,VAHCCG:D01_H11:PRES,2.04e-01,1.00e-02,7.61e+02,8.237e-12,9.72e-01,4.32e-02,8.24e-12,4.79e-12,1.30e-08,5.76e-10,9.28e-08,2.14e-10,5.25e-16,2.72e+01,3.61e-12,4.62e-12,0.00e+00,1.12e+00,2.17e-01,4.33e-11,4.76e-03,0.00e+00,8.45e-02,4.74e-01,0.00e+00
20240407140630-20240408123944,20240331000000-20240403000000,2024-04-08 12:37:44,VAHCCG:D04_H02:PRES,3.43e-01,1.25e-01,7.61e+02,9.191e-01,1.01e+00,4.17e-01,9.19e-01,7.56e-02,3.88e-08,1.60e-08,3.29e-08,1.48e-09,9.19e-01,1.00e-01,1.99e-06,9.63e-06,0.00e+00,7.40e-01,7.91e-02,1.42e-14,3.41e-01,0.00e+00,2.96e-02,8.37e-02,0.00e+00
20240407140630-20240408123944,20240331000000-20240403000000,2024-04-08 12:37:44,VAHCCG:D09_H26:PRES,2.47e-01,1.00e-02,7.61e+02,8.237e-12,1.01e+00,6.68e-02,8.24e-12,4.79e-12,2.27e-08,1.50e-09,0.00e+00,0.00e+00,5.25e-16,2.72e+01,3.61e-12,4.62e-12,0.00e+00,1.24e+00,1.41e-01,9.39e-07,5.23e-12,0.00e+00,8.64e-02,3.05e-01,0.00e+00
20240408124000-20240408142427,20240331000000-20240403000000,2024-04-08 14:22:27,Dummy,1.00e-01,1.00e-02,6.402e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240408124000-20240408180539,20240331000000-20240403000000,2024-04-08 18:03:39,Dummy,1.00e-01,1.00e-02,7.606e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240408180800-20240409000539,20240401000000-20240404000000,2024-04-09 00:03:39,VAHCCG:D02_H05:PRES,4.34e-01,1.28e-01,6.40e+02,8.808e-01,1.78e+00,1.11e+00,1.12e+00,7.10e-01,5.04e-08,3.13e-08,7.92e-08,2.94e-08,6.96e-01,8.81e-04,3.55e-01,7.12e-02,0.00e+00,1.00e+00,2.51e-04,8.45e-07,1.32e-01,0.00e+00,1.65e-01,6.80e-01,0.00e+00
20240408180800-20240409000539,20240401000000-20240404000000,2024-04-09 00:03:39,VAHCCG:D04_H06A:PRES,3.96e-01,9.32e-02,6.40e+02,1.280e+00,9.27e-01,7.96e-01,1.15e+00,4.06e-01,4.21e-08,3.61e-08,1.97e-07,5.21e-08,4.71e-01,2.94e-03,6.28e-01,4.83e-02,0.00e+00,8.58e-01,7.02e-04,8.58e-02,2.15e-03,0.00e+00,1.24e-02,2.88e-02,0.00e+00
20240408180800-20240409000539,20240401000000-20240404000000,2024-04-09 00:03:39,VAHCCG:D04_H08X:PRES,4.43e-01,4.42e-02,6.40e+02,2.612e-01,9.72e-01,9.32e-01,9.89e-01,4.91e-01,2.76e-07,2.65e-07,6.51e-07,2.95e-07,4.48e-01,7.91e-04,4.72e-01,6.91e-02,0.00e+00,9.40e-01,2.64e-04,1.53e-02,2.07e-02,0.00e+00,1.00e-02,1.14e-02,0.00e+00
20240408180800-20240409000539,20240401000000-20240404000000,2024-04-09 00:03:39,VAHCCG:D04_H0X:PRES,5.77e-01,4.75e-02,6.40e+02,3.034e-01,9.96e-01,9.37e-01,9.30e-01,3.63e-01,3.11e-07,2.93e-07,1.02e-06,3.37e-07,2.50e-01,1.05e-03,5.55e-01,1.25e-01,0.00e+00,9.27e-01,3.23e-04,2.48e-02,4.34e-02,0.00e+00,1.00e-02,2.14e-02,0.00e+00
20240408180800-20240409000539,20240401000000-20240404000000,2024-04-09 00:03:39,VAHCCG:D07_H18:PRES,7.91e-02,1.00e-02,6.40e+02,5.901e-12,5.88e-01,1.24e-02,5.90e-12,3.18e-12,2.95e-08,6.22e-10,5.93e-08,4.21e-10,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,6.38e-01,2.50e-01,7.18e-07,2.06e-12,0.00e+00,2.43e-02,1.52e-01,0.00e+00
20240408180800-20240409000539,20240401000000-20240404000000,2024-04-09 00:03:39,VAHCCG:D08_H16A:PRES,4.60e-01,7.13e-02,6.40e+02,7.045e-01,1.01e+00,9.59e-01,1.11e+00,5.04e-01,6.23e-08,5.89e-08,1.88e-07,7.74e-08,5.53e-01,1.86e-03,5.20e-01,4.14e-02,0.00e+00,9.37e-01,3.40e-04,2.31e-02,5.73e-02,0.00e+00,1.00e-02,2.30e-02,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D01_H11:PRES,2.46e-01,1.00e-02,8.01e+02,5.901e-12,1.02e+00,6.10e-02,5.90e-12,3.23e-12,1.43e-08,8.52e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.20e+00,1.59e-01,7.33e-08,6.32e-08,0.00e+00,9.87e-02,4.56e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D02_H22:PRES,2.53e+00,1.03e+00,8.01e+02,2.286e+01,1.47e+01,7.15e-01,1.80e+00,1.41e-01,4.29e-07,2.09e-08,1.25e-06,4.42e-09,1.80e+00,1.09e-01,2.14e-11,7.71e-10,0.00e+00,8.22e+00,8.06e-02,2.14e-08,2.31e-12,0.00e+00,1.97e+00,9.61e+00,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D02_H23:PRES,5.99e+00,1.63e+00,8.01e+02,3.791e+01,4.20e+01,3.45e+00,3.15e+00,9.90e-01,1.19e-05,9.79e-07,1.04e-05,2.47e-07,2.37e+00,9.44e-02,5.42e-07,7.77e-01,0.00e+00,2.52e+01,1.13e-01,1.16e-07,1.53e+00,0.00e+00,3.30e+00,2.04e+01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D05_H23:PRES,1.72e-01,1.00e-02,8.01e+02,5.901e-12,9.85e-01,3.01e-02,5.90e-12,3.23e-12,1.22e-08,3.73e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.08e+00,3.44e-01,1.06e-13,5.47e-04,0.00e+00,6.71e-02,4.28e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D05_H25:PRES,2.30e-01,2.02e-02,8.01e+02,9.663e-01,9.88e-01,5.75e-02,3.22e-02,4.96e-04,1.37e-08,8.00e-10,1.22e-08,5.16e-12,3.22e-02,2.72e+01,1.64e-05,3.65e-11,0.00e+00,1.14e+00,1.61e-01,6.52e-08,3.09e-08,0.00e+00,9.11e-02,4.33e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D07_H00:PRES,3.35e-01,1.00e-02,8.01e+02,5.901e-12,1.22e+00,1.02e-01,5.90e-12,3.23e-12,1.63e-08,1.36e-09,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.38e+00,1.00e-01,7.54e-06,4.44e-08,0.00e+00,1.56e-01,5.96e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D08_H02:PRES,1.69e-01,1.00e-02,8.01e+02,5.901e-12,9.97e-01,2.97e-02,5.90e-12,3.23e-12,1.30e-08,3.87e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.10e+00,3.49e-01,6.99e-08,9.47e-08,0.00e+00,6.30e-02,3.88e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D08_H14:PRES,2.02e-01,1.00e-02,8.01e+02,5.901e-12,9.74e-01,4.33e-02,5.90e-12,3.23e-12,1.33e-08,5.92e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.15e+00,2.23e-01,3.56e-11,2.01e-10,0.00e+00,7.98e-02,4.35e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D09_H26:PRES,2.69e-01,1.00e-02,8.01e+02,5.901e-12,1.04e+00,7.42e-02,5.90e-12,3.23e-12,1.62e-08,1.16e-09,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.22e+00,1.30e-01,2.43e-10,1.92e-08,0.00e+00,1.03e-01,3.90e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D11_H02:PRES,2.72e-01,1.00e-02,8.01e+02,5.901e-12,1.06e+00,7.53e-02,5.90e-12,3.23e-12,1.56e-08,1.11e-09,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.23e+00,1.28e-01,1.23e-10,1.35e-08,0.00e+00,1.06e-01,3.85e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D12_H12:PRES,2.08e-01,1.00e-02,8.01e+02,5.901e-12,1.01e+00,4.46e-02,5.90e-12,3.23e-12,1.40e-08,6.20e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.15e+00,2.22e-01,8.55e-13,3.89e-03,0.00e+00,8.20e-02,4.43e-01,0.00e+00
20240408142430-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VAHCCG:D12_H24:PRES,2.28e-01,1.00e-02,8.01e+02,5.901e-12,1.07e+00,4.89e-02,5.90e-12,3.23e-12,1.30e-08,5.96e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.24e+00,2.17e-01,4.32e-10,4.79e-03,0.00e+00,9.40e-02,5.20e-01,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VAHCCG:D01_H11:PRES,2.31e-01,1.00e-02,8.00e+02,5.901e-12,1.00e+00,5.51e-02,5.90e-12,3.22e-12,1.42e-08,7.82e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.17e+00,1.59e-01,3.01e-08,1.09e-07,0.00e+00,9.24e-02,4.33e-01,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VAHCCG:D07_H00:PRES,2.72e-01,1.00e-02,8.00e+02,5.901e-12,1.18e+00,7.19e-02,5.90e-12,3.22e-12,1.97e-08,1.20e-09,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.43e+00,1.45e-01,5.71e-07,3.22e-12,0.00e+00,9.06e-02,3.34e-01,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VAHCCG:D07_H18:PRES,1.11e+00,1.00e-02,8.00e+02,5.901e-12,5.33e+00,2.94e-01,5.90e-12,3.22e-12,7.53e-08,4.15e-09,5.93e-08,4.21e-10,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,6.11e+00,1.57e-01,2.03e-05,5.09e-06,0.00e+00,2.46e-01,9.59e-01,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VAHCCG:D09_H26:PRES,2.22e-01,1.00e-02,8.00e+02,5.901e-12,9.91e-01,5.28e-02,5.90e-12,3.22e-12,1.58e-08,8.40e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.20e+00,1.70e-01,2.30e-07,7.57e-09,0.00e+00,8.29e-02,3.59e-01,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VAHCCG:D11_H02:PRES,2.49e-01,1.00e-02,8.00e+02,5.901e-12,1.05e+00,5.95e-02,5.90e-12,3.22e-12,1.36e-08,7.71e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.23e+00,1.55e-01,1.14e-06,2.23e-07,0.00e+00,1.05e-01,5.35e-01,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VAHCCG:D12_H24:PRES,1.08e-01,1.00e-02,8.00e+02,5.901e-12,9.04e-01,1.29e-02,5.90e-12,3.22e-12,1.28e-08,1.83e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,9.04e-01,3.02e+01,9.45e-12,3.82e-12,0.00e+00,1.00e-02,1.54e-11,0.00e+00
20240409060000-20240409094704,20240401000000-20240404000000,2024-04-09 09:45:04,VAHCCG:D05_H14:PRES,3.31e-01,1.07e-01,8.00e+02,1.046e+00,1.03e+00,4.13e-01,1.05e+00,9.30e-02,6.95e-08,2.79e-08,5.82e-08,3.88e-09,1.04e+00,9.34e-02,3.85e-09,8.43e-03,0.00e+00,7.82e-01,1.16e-01,1.33e-05,3.55e-01,0.00e+00,6.26e-02,1.21e-01,0.00e+00
20240409060000-20240409094704,20240401000000-20240404000000,2024-04-09 09:45:04,VAHCCG:D09_H26:PRES,1.86e-01,1.00e-02,8.00e+02,5.901e-12,9.48e-01,3.79e-02,5.90e-12,3.22e-12,1.43e-08,5.70e-10,0.00e+00,0.00e+00,1.62e-14,2.72e+01,2.79e-12,3.10e-12,0.00e+00,1.09e+00,2.27e-01,8.74e-07,1.12e-07,0.00e+00,7.30e-02,4.27e-01,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D01_H16:PRES,6.55e-01,8.21e-02,5.01e+01,1.096e+00,1.15e+00,5.69e-01,1.10e+00,5.32e-02,1.97e-08,9.79e-09,8.76e-08,4.47e-09,1.09e+00,9.57e-02,1.55e-04,3.71e-04,0.00e+00,1.22e+00,7.37e-03,9.46e-09,1.55e-11,0.00e+00,3.03e-01,8.70e-01,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D02_H17:PRES,6.07e-01,9.01e-02,5.01e+01,1.167e+00,1.30e+00,4.47e-01,1.17e+00,5.33e-02,1.80e-08,6.17e-09,5.52e-08,2.80e-09,1.17e+00,1.02e-01,1.55e-07,3.85e-11,0.00e+00,1.01e+00,1.55e-02,1.95e-06,1.76e-01,0.00e+00,4.08e-01,1.05e+00,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D04_H06A:PRES,4.54e-01,9.32e-02,5.01e+01,1.280e+00,1.15e+00,8.50e-01,1.15e+00,4.06e-01,8.58e-08,6.33e-08,1.97e-07,5.21e-08,4.71e-01,2.94e-03,6.28e-01,4.83e-02,0.00e+00,8.67e-01,8.80e-04,1.21e-01,6.44e-02,0.00e+00,6.89e-02,3.31e-01,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D04_H08X:PRES,4.05e-01,4.42e-02,5.01e+01,2.612e-01,9.95e-01,8.95e-01,9.89e-01,4.91e-01,3.62e-07,3.25e-07,6.51e-07,2.95e-07,4.48e-01,7.91e-04,4.72e-01,6.91e-02,0.00e+00,8.92e-01,6.26e-04,5.81e-02,6.40e-02,0.00e+00,1.00e-02,2.21e-02,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D04_H0X:PRES,5.00e-01,4.75e-02,5.01e+01,3.034e-01,9.68e-01,8.61e-01,9.30e-01,3.63e-01,4.04e-07,3.59e-07,1.02e-06,3.37e-07,2.50e-01,1.05e-03,5.55e-01,1.25e-01,0.00e+00,8.79e-01,6.98e-04,6.29e-02,4.84e-02,0.00e+00,1.00e-02,2.75e-02,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D05_H14:PRES,8.55e-01,1.07e-01,5.01e+01,1.046e+00,1.28e+00,8.94e-01,1.05e+00,5.96e-02,3.25e-08,2.28e-08,5.82e-08,3.88e-09,1.04e+00,9.34e-02,3.85e-09,8.43e-03,0.00e+00,1.02e+00,1.14e-03,1.36e-01,1.06e-04,0.00e+00,1.40e-01,3.15e-01,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D07_H01:PRES,6.30e-01,1.26e-01,5.01e+01,5.743e-01,1.15e+00,5.77e-01,1.09e+00,1.08e-01,1.71e-08,8.57e-09,4.57e-08,5.35e-09,1.05e+00,6.74e-02,1.18e-12,3.78e-02,0.00e+00,1.22e+00,7.05e-03,4.43e-06,8.71e-13,0.00e+00,3.11e-01,6.84e-01,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D07_H14:PRES,3.93e-01,9.81e-02,5.01e+01,4.583e-01,1.46e+00,9.50e-01,1.13e+00,5.80e-01,3.75e-08,2.45e-08,5.76e-08,2.71e-08,6.33e-01,1.28e-03,4.79e-01,2.03e-02,0.00e+00,9.77e-01,3.93e-04,4.56e-07,1.72e-02,0.00e+00,1.17e-01,5.14e-01,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D08_H05:PRES,4.77e-01,7.90e-02,5.01e+01,3.962e-01,1.06e+00,6.01e-01,1.05e+00,1.46e-01,4.07e-08,2.30e-08,1.89e-07,2.54e-08,9.54e-01,9.54e-02,1.19e-09,9.97e-02,0.00e+00,7.31e-01,1.15e-02,8.07e-12,3.48e-01,0.00e+00,2.61e-02,7.51e-02,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D08_H16A:PRES,3.76e-01,7.13e-02,5.01e+01,7.045e-01,1.01e+00,8.76e-01,1.11e+00,5.04e-01,1.10e-07,9.57e-08,1.88e-07,7.74e-08,5.53e-01,1.86e-03,5.20e-01,4.14e-02,0.00e+00,9.34e-01,7.61e-04,7.53e-02,1.90e-02,0.00e+00,1.00e-02,2.60e-02,0.00e+00
20240409094930-20240409154704,20240401000000-20240404000000,2024-04-09 15:45:04,VAHCCG:D08_H24:PRES,5.44e-01,9.92e-02,5.01e+01,3.859e-01,1.05e+00,6.71e-01,1.07e+00,1.44e-01,3.83e-08,2.44e-08,1.29e-07,1.75e-08,9.68e-01,1.02e-01,1.34e-09,9.98e-02,0.00e+00,6.47e-01,9.28e-03,5.15e-15,4.08e-01,0.00e+00,1.00e-02,2.32e-02,0.00e+00
20240409193100-20240409201313,20240401000000-20240404000000,2024-04-09 20:11:13,VAHCCG:D02_H05:PRES,4.14e-01,1.28e-01,5.02e+01,8.808e-01,1.72e+00,1.08e+00,1.12e+00,7.45e-01,4.96e-08,3.10e-08,7.92e-08,2.94e-08,6.96e-01,8.81e-04,3.55e-01,7.12e-02,0.00e+00,1.16e+00,1.87e-03,3.10e-12,4.46e-02,0.00e+00,2.34e-01,6.53e-01,0.00e+00
20240409193100-20240409201313,20240401000000-20240404000000,2024-04-09 20:11:13,VAHCCG:D04_H08X:PRES,3.37e-01,4.42e-02,5.02e+01,2.612e-01,1.01e+00,8.51e-01,9.89e-01,5.17e-01,2.28e-07,1.93e-07,6.51e-07,2.95e-07,4.48e-01,7.91e-04,4.72e-01,6.91e-02,0.00e+00,8.17e-01,1.75e-04,1.85e-01,3.52e-02,0.00e+00,1.40e-02,7.55e-02,0.00e+00
