Date_Range_DIF,Date_Range_STD,Abort_Timing,Record Name,RMSE_cal,RMSE_std,Beam_Max,MaxRSE_std,Max_Pre,Avg_Pre,Max_Cal,Avg_Cal,Max_Raw_Pre,Avg_Raw_Pre,Max_STD_Raw_Pre,Avg_STD_Raw_Pre,W0_std,W1_std,W2_std,W3_std,W4_std,W0_dif,W1_dif,W2_dif,W3_dif,W4_dif,RMSE_dif,MaxRSE_dif,Cause_no
20240415072330-20240415090543,20240407000000-20240410000000,2024-04-15 09:03:43,VALCCG:D10_L09:PRES,6.65e-01,3.00e-02,1.00e+03,1.100e-01,5.41e+00,8.45e-01,1.02e+00,6.92e-01,2.60e-06,4.07e-07,5.91e-07,3.38e-07,7.55e-01,2.36e-03,2.36e-01,3.36e-02,0.00e+00,2.93e+00,1.14e-01,1.91e-08,6.33e-01,0.00e+00,4.18e-01,2.44e+00,0.00e+00
20240415090600-20240415133243,20240407000000-20240410000000,2024-04-15 13:30:43,VALCCG:D10_L05:PRES,3.52e-01,3.04e-02,1.00e+03,2.130e-01,3.56e+00,4.81e-01,1.03e+00,4.45e-01,9.01e-07,1.22e-07,2.85e-07,1.02e-07,4.13e-01,1.82e-02,3.45e-01,2.73e-01,0.00e+00,2.54e+00,4.14e-01,7.28e-01,3.81e-01,0.00e+00,1.11e-01,3.29e-01,0.00e+00
20240415090600-20240415133243,20240407000000-20240410000000,2024-04-15 13:30:43,VALCCG:D10_L06:PRES,3.57e-01,2.79e-02,1.00e+03,2.102e-01,3.63e+00,5.37e-01,1.01e+00,4.39e-01,1.30e-06,1.93e-07,4.10e-07,1.43e-07,3.86e-01,1.74e-02,3.56e-01,2.72e-01,0.00e+00,3.53e-01,9.95e-03,3.16e+00,1.98e-01,0.00e+00,5.21e-02,3.39e-01,0.00e+00
20240415170530-20240415195343,20240407000000-20240410000000,2024-04-15 19:51:43,VALCCG:D10_L02:PRES,4.20e-01,2.85e-02,1.05e+03,2.103e-01,3.35e+00,4.97e-01,1.02e+00,4.53e-01,1.21e-06,1.80e-07,4.04e-07,1.47e-07,3.97e-01,1.57e-02,3.51e-01,2.71e-01,0.00e+00,2.00e+00,1.23e-01,9.66e-06,3.63e-01,0.00e+00,3.25e-01,1.43e+00,0.00e+00
20240415170530-20240415195343,20240407000000-20240410000000,2024-04-15 19:51:43,VALCCG:D10_L03:PRES,4.99e-01,2.72e-02,1.05e+03,2.091e-01,4.38e+00,5.22e-01,1.01e+00,4.67e-01,1.67e-06,1.98e-07,4.10e-07,1.58e-07,3.78e-01,1.43e-02,3.50e-01,2.82e-01,0.00e+00,2.31e+00,1.58e-01,1.92e-11,3.96e-01,0.00e+00,3.90e-01,2.30e+00,0.00e+00
20240415195400-20240415215047,20240407000000-20240410000000,2024-04-15 21:48:47,VALCCG:D10_L02:PRES,6.21e-01,2.85e-02,1.10e+03,2.103e-01,5.02e+00,5.27e-01,1.02e+00,4.57e-01,1.92e-06,2.02e-07,4.04e-07,1.47e-07,3.97e-01,1.57e-02,3.51e-01,2.71e-01,0.00e+00,3.92e+00,2.49e-01,1.22e-09,3.76e-01,0.00e+00,3.62e-01,2.26e+00,0.00e+00
20240415195400-20240415215047,20240407000000-20240410000000,2024-04-15 21:48:47,VALCCG:D10_L03:PRES,7.02e-01,2.72e-02,1.10e+03,2.091e-01,4.99e+00,5.69e-01,1.01e+00,4.70e-01,2.00e-06,2.28e-07,4.10e-07,1.58e-07,3.78e-01,1.43e-02,3.50e-01,2.82e-01,0.00e+00,5.11e+00,3.39e-01,1.41e-11,4.12e-01,0.00e+00,2.94e-01,1.65e+00,0.00e+00
20240415215100-20240416010837,20240408000000-20240411000000,2024-04-16 01:06:37,VALCCG:D10_L06:PRES,2.73e+00,2.61e-02,1.05e+03,1.647e-01,1.55e+01,1.60e+00,1.01e+00,4.39e-01,5.77e-06,5.97e-07,3.80e-07,1.36e-07,3.83e-01,1.73e-02,3.63e-01,2.67e-01,0.00e+00,1.49e+01,1.73e-01,1.11e-10,8.22e-01,0.00e+00,6.63e-01,4.16e+00,0.00e+00
20240417032600-20240417064731,20240409000000-20240412000000,2024-04-17 06:45:31,VALCCG:D10_L02:PRES,5.42e-01,1.03e-01,1.15e+03,1.870e+00,4.98e+00,4.94e-01,1.12e+00,4.35e-01,2.05e-06,2.04e-07,9.80e-07,1.43e-07,4.35e-01,2.64e-02,3.81e-01,3.07e-01,0.00e+00,3.48e+00,2.17e-01,3.09e-10,3.61e-01,0.00e+00,3.56e-01,2.37e+00,0.00e+00
20240417032600-20240417064731,20240409000000-20240412000000,2024-04-17 06:45:31,VALCCG:D10_L03:PRES,6.05e-01,1.26e-01,1.15e+03,2.584e+00,4.89e+00,5.44e-01,1.19e+00,4.53e-01,2.10e-06,2.34e-07,1.30e-06,1.57e-07,3.88e-01,2.27e-02,4.80e-01,3.19e-01,0.00e+00,4.51e+00,2.84e-01,2.25e-15,4.04e-01,0.00e+00,3.08e-01,1.93e+00,0.00e+00
20240417082400-20240418054252,20240410000000-20240413000000,2024-04-18 05:40:52,VALCCG:D05_L18:PRES,1.21e+00,2.17e-01,5.01e+02,3.405e+00,7.73e+00,7.96e-01,1.21e+00,5.13e-01,4.11e-07,4.24e-08,2.52e-07,4.38e-08,7.80e-01,7.82e-02,7.66e-16,4.29e-01,0.00e+00,3.34e+00,6.14e-02,6.79e-09,3.46e-01,0.00e+00,1.01e+00,5.08e+00,0.00e+00
20240418054300-20240418083315,20240410000000-20240413000000,2024-04-18 08:31:15,VALCCG:D04_L07:PRES,4.65e-01,5.41e-02,6.98e+02,2.069e-01,4.12e+00,6.66e-01,1.04e+00,5.04e-01,2.68e-06,4.34e-07,4.27e-07,1.42e-07,3.23e-01,1.78e-02,3.58e-01,3.62e-01,0.00e+00,2.99e+00,3.97e-01,7.41e-01,5.51e-01,0.00e+00,1.60e-01,6.61e-01,0.00e+00
20240418090930-20240418100212,20240410000000-20240413000000,2024-04-18 10:00:12,VALCCG:D02_L18:PRES,1.01e+00,2.79e-02,7.97e+02,1.081e-01,8.00e+00,1.23e+00,1.01e+00,9.02e-01,1.86e-06,2.85e-07,3.08e-07,2.05e-07,9.09e-01,8.51e-04,6.04e-02,4.07e-02,0.00e+00,3.19e+00,8.32e-02,1.00e-12,9.25e-01,0.00e+00,7.23e-01,4.79e+00,0.00e+00
20240418090930-20240418100212,20240410000000-20240413000000,2024-04-18 10:00:12,VALCCG:D02_L19:PRES,4.27e-01,1.07e-01,7.97e+02,3.730e-01,2.17e+00,8.09e-01,1.02e+00,4.34e-01,3.75e-07,1.40e-07,1.14e-07,3.19e-08,6.55e-01,6.40e-02,1.26e-02,3.55e-01,0.00e+00,8.44e-01,5.05e-02,2.45e-13,6.81e-01,0.00e+00,1.99e-01,9.25e-01,0.00e+00
20240418090930-20240418100212,20240410000000-20240413000000,2024-04-18 10:00:12,VALCCG:D04_L07:PRES,1.39e+00,5.41e-02,7.97e+02,2.069e-01,8.59e+00,1.02e+00,1.04e+00,5.01e-01,5.89e-06,6.97e-07,4.27e-07,1.42e-07,3.23e-01,1.78e-02,3.58e-01,3.62e-01,0.00e+00,8.63e+00,2.05e-01,1.46e-09,6.43e-01,0.00e+00,3.52e-01,2.21e+00,0.00e+00
20240418090930-20240418121511,20240410000000-20240413000000,2024-04-18 12:13:11,VALCCG:D02_L18:PRES,1.01e+00,2.79e-02,7.97e+02,1.081e-01,8.00e+00,1.23e+00,1.01e+00,9.02e-01,1.86e-06,2.85e-07,3.08e-07,2.05e-07,9.09e-01,8.51e-04,6.04e-02,4.07e-02,0.00e+00,3.19e+00,8.32e-02,1.00e-12,9.25e-01,0.00e+00,7.23e-01,4.79e+00,0.00e+00
20240418090930-20240418121511,20240410000000-20240413000000,2024-04-18 12:13:11,VALCCG:D02_L19:PRES,4.27e-01,1.07e-01,7.97e+02,3.730e-01,2.17e+00,8.09e-01,1.02e+00,4.34e-01,3.75e-07,1.40e-07,1.14e-07,3.19e-08,6.55e-01,6.40e-02,1.26e-02,3.55e-01,0.00e+00,8.44e-01,5.05e-02,2.45e-13,6.81e-01,0.00e+00,1.99e-01,9.25e-01,0.00e+00
20240418090930-20240418121511,20240410000000-20240413000000,2024-04-18 12:13:11,VALCCG:D04_L07:PRES,1.39e+00,5.41e-02,7.97e+02,2.069e-01,8.59e+00,1.02e+00,1.04e+00,5.01e-01,5.89e-06,6.97e-07,4.27e-07,1.42e-07,3.23e-01,1.78e-02,3.58e-01,3.62e-01,0.00e+00,8.63e+00,2.05e-01,1.46e-09,6.43e-01,0.00e+00,3.52e-01,2.21e+00,0.00e+00
20240418133100-20240418213754,20240410000000-20240413000000,2024-04-18 21:35:54,VALCCG:D04_L07:PRES,1.33e+00,5.41e-02,8.00e+02,2.069e-01,9.39e+00,9.92e-01,1.04e+00,5.12e-01,6.41e-06,6.77e-07,4.27e-07,1.42e-07,3.23e-01,1.78e-02,3.58e-01,3.62e-01,0.00e+00,6.71e+00,2.62e-01,2.27e+00,6.15e-01,0.00e+00,2.08e-01,8.89e-01,0.00e+00
20240418221200-20240418232614,20240410000000-20240413000000,2024-04-18 23:24:14,VALCCG:D04_L07:PRES,1.49e+00,5.41e-02,7.97e+02,2.069e-01,1.11e+01,9.15e-01,1.04e+00,5.04e-01,5.99e-06,4.96e-07,4.27e-07,1.42e-07,3.23e-01,1.78e-02,3.58e-01,3.62e-01,0.00e+00,1.08e+01,3.51e-01,4.85e-08,5.95e-01,0.00e+00,2.89e-01,1.42e+00,0.00e+00
20240419023830-20240419031200,20240411000000-20240414000000,2024-04-19 03:10:00,VALCCG:D10_L07:PRES,6.91e+00,1.60e+00,7.00e+02,2.703e+01,5.22e+01,3.96e+00,5.82e+00,8.85e-01,1.73e-05,1.31e-06,2.15e-05,3.47e-07,5.18e+00,1.62e-01,3.34e-06,6.32e-01,0.00e+00,2.25e+01,1.66e-01,2.89e+01,1.66e+00,0.00e+00,7.45e-01,3.43e+00,0.00e+00
20240419055130-20240419080025,20240411000000-20240414000000,2024-04-19 07:58:25,VALCCG:D02_L18:PRES,1.25e+00,2.74e-02,8.98e+02,1.043e-01,9.48e+00,1.31e+00,1.01e+00,9.08e-01,2.00e-06,2.77e-07,3.04e-07,2.07e-07,9.07e-01,8.03e-04,6.08e-02,4.04e-02,0.00e+00,5.31e+00,1.37e-01,1.32e-05,9.53e-01,0.00e+00,7.10e-01,4.49e+00,0.00e+00
20240419055130-20240419080025,20240411000000-20240414000000,2024-04-19 07:58:25,VALCCG:D02_L19:PRES,4.01e-01,1.07e-01,8.98e+02,3.755e-01,2.26e+00,7.72e-01,1.03e+00,4.44e-01,3.50e-07,1.19e-07,1.14e-07,3.16e-08,6.10e-01,5.63e-02,7.05e-02,3.48e-01,0.00e+00,1.08e+00,6.99e-02,5.96e-08,6.42e-01,0.00e+00,2.07e-01,9.15e-01,0.00e+00
20240419055130-20240419101530,20240411000000-20240414000000,2024-04-19 10:13:30,VALCCG:D02_L18:PRES,1.25e+00,2.74e-02,8.98e+02,1.043e-01,9.48e+00,1.31e+00,1.01e+00,9.08e-01,2.00e-06,2.77e-07,3.04e-07,2.07e-07,9.07e-01,8.03e-04,6.08e-02,4.04e-02,0.00e+00,5.31e+00,1.37e-01,1.32e-05,9.53e-01,0.00e+00,7.10e-01,4.49e+00,0.00e+00
20240419055130-20240419101530,20240411000000-20240414000000,2024-04-19 10:13:30,VALCCG:D02_L19:PRES,4.01e-01,1.07e-01,8.98e+02,3.755e-01,2.26e+00,7.72e-01,1.03e+00,4.44e-01,3.50e-07,1.19e-07,1.14e-07,3.16e-08,6.10e-01,5.63e-02,7.05e-02,3.48e-01,0.00e+00,1.08e+00,6.99e-02,5.96e-08,6.42e-01,0.00e+00,2.07e-01,9.15e-01,0.00e+00
20240419055130-20240419105519,20240411000000-20240414000000,2024-04-19 10:53:19,VALCCG:D02_L18:PRES,1.25e+00,2.74e-02,8.98e+02,1.043e-01,9.48e+00,1.31e+00,1.01e+00,9.08e-01,2.00e-06,2.77e-07,3.04e-07,2.07e-07,9.07e-01,8.03e-04,6.08e-02,4.04e-02,0.00e+00,5.31e+00,1.37e-01,1.32e-05,9.53e-01,0.00e+00,7.10e-01,4.49e+00,0.00e+00
20240419055130-20240419105519,20240411000000-20240414000000,2024-04-19 10:53:19,VALCCG:D02_L19:PRES,4.01e-01,1.07e-01,8.98e+02,3.755e-01,2.26e+00,7.72e-01,1.03e+00,4.44e-01,3.50e-07,1.19e-07,1.14e-07,3.16e-08,6.10e-01,5.63e-02,7.05e-02,3.48e-01,0.00e+00,1.08e+00,6.99e-02,5.96e-08,6.42e-01,0.00e+00,2.07e-01,9.15e-01,0.00e+00
20240419080030-20240419134710,20240411000000-20240414000000,2024-04-19 13:45:10,VALCCG:D06_L24:PRES,6.53e-01,1.82e-01,9.50e+02,1.007e+00,2.95e+00,7.87e-01,1.01e+00,2.20e-01,3.08e-07,8.22e-08,7.78e-08,1.03e-08,8.88e-01,6.72e-02,4.15e-14,1.19e-01,0.00e+00,1.23e+00,5.78e-02,3.82e-14,6.45e-01,0.00e+00,3.14e-01,1.44e+00,0.00e+00
20240419080030-20240419134710,20240411000000-20240414000000,2024-04-19 13:45:10,VALCCG:D06_L25:PRES,1.38e+00,1.26e-01,9.50e+02,1.063e+00,6.85e+00,9.62e-01,4.60e-01,2.10e-02,4.44e-07,6.23e-08,5.25e-08,5.66e-10,4.92e-11,2.75e+01,4.60e-01,6.35e-04,0.00e+00,2.86e+00,7.53e-02,4.90e-12,6.69e-01,0.00e+00,8.27e-01,4.36e+00,0.00e+00
20240419080030-20240419171256,20240411000000-20240414000000,2024-04-19 17:10:56,VALCCG:D06_L24:PRES,6.53e-01,1.82e-01,9.50e+02,1.007e+00,2.95e+00,7.87e-01,1.01e+00,2.20e-01,3.08e-07,8.22e-08,7.78e-08,1.03e-08,8.88e-01,6.72e-02,4.15e-14,1.19e-01,0.00e+00,1.23e+00,5.78e-02,3.82e-14,6.45e-01,0.00e+00,3.14e-01,1.44e+00,0.00e+00
20240419080030-20240419171256,20240411000000-20240414000000,2024-04-19 17:10:56,VALCCG:D06_L25:PRES,1.38e+00,1.26e-01,9.50e+02,1.063e+00,6.85e+00,9.62e-01,4.60e-01,2.10e-02,4.44e-07,6.23e-08,5.25e-08,5.66e-10,4.92e-11,2.75e+01,4.60e-01,6.35e-04,0.00e+00,2.86e+00,7.53e-02,4.90e-12,6.69e-01,0.00e+00,8.27e-01,4.36e+00,0.00e+00
20240419080030-20240419185027,20240411000000-20240414000000,2024-04-19 18:48:27,VALCCG:D06_L24:PRES,6.53e-01,1.82e-01,9.50e+02,1.007e+00,2.95e+00,7.87e-01,1.01e+00,2.20e-01,3.08e-07,8.22e-08,7.78e-08,1.03e-08,8.88e-01,6.72e-02,4.15e-14,1.19e-01,0.00e+00,1.23e+00,5.78e-02,3.82e-14,6.45e-01,0.00e+00,3.14e-01,1.44e+00,0.00e+00
20240419080030-20240419185027,20240411000000-20240414000000,2024-04-19 18:48:27,VALCCG:D06_L25:PRES,1.38e+00,1.26e-01,9.50e+02,1.063e+00,6.85e+00,9.62e-01,4.60e-01,2.10e-02,4.44e-07,6.23e-08,5.25e-08,5.66e-10,4.92e-11,2.75e+01,4.60e-01,6.35e-04,0.00e+00,2.86e+00,7.53e-02,4.90e-12,6.69e-01,0.00e+00,8.27e-01,4.36e+00,0.00e+00
20240421062930-20240421122717,20240413000000-20240416000000,2024-04-21 12:25:17,VALCCG:D07_L05A:PRES,6.21e-01,7.75e-02,1.00e+03,3.826e-01,1.62e+00,9.94e-01,1.14e+00,3.85e-01,1.91e-07,1.17e-07,1.87e-07,5.03e-08,4.01e-01,1.55e-03,7.13e-01,2.92e-02,0.00e+00,9.94e-01,3.42e-04,2.85e-08,3.92e-02,0.00e+00,9.41e-02,6.22e-01,0.00e+00
20240422060700-20240422100414,20240414000000-20240417000000,2024-04-22 10:02:14,VALCCG:D10_L03:PRES,8.00e-01,1.69e-01,1.15e+03,3.803e+00,6.96e+00,7.18e-01,1.27e+00,4.67e-01,1.94e-06,2.00e-07,2.00e-06,1.37e-07,3.66e-01,1.84e-02,5.99e-01,3.01e-01,0.00e+00,6.55e+00,5.17e-01,1.62e-15,5.63e-01,0.00e+00,2.15e-01,6.99e-01,0.00e+00
20240422060700-20240422100414,20240414000000-20240417000000,2024-04-22 10:02:14,VALCCG:D10_L04:PRES,3.84e-01,4.57e-02,1.15e+03,2.181e-01,3.11e+00,6.25e-01,1.02e+00,4.76e-01,9.22e-07,1.85e-07,4.63e-07,1.50e-07,3.71e-01,1.67e-02,3.43e-01,3.09e-01,0.00e+00,2.56e+00,2.65e-01,2.06e-14,5.22e-01,0.00e+00,1.96e-01,1.08e+00,0.00e+00
20240422060700-20240422105940,20240414000000-20240417000000,2024-04-22 10:57:40,VALCCG:D10_L03:PRES,8.00e-01,1.69e-01,1.15e+03,3.803e+00,6.96e+00,7.18e-01,1.27e+00,4.67e-01,1.94e-06,2.00e-07,2.00e-06,1.37e-07,3.66e-01,1.84e-02,5.99e-01,3.01e-01,0.00e+00,6.55e+00,5.17e-01,1.62e-15,5.63e-01,0.00e+00,2.15e-01,6.99e-01,0.00e+00
20240422060700-20240422105940,20240414000000-20240417000000,2024-04-22 10:57:40,VALCCG:D10_L04:PRES,3.84e-01,4.57e-02,1.15e+03,2.181e-01,3.11e+00,6.25e-01,1.02e+00,4.76e-01,9.22e-07,1.85e-07,4.63e-07,1.50e-07,3.71e-01,1.67e-02,3.43e-01,3.09e-01,0.00e+00,2.56e+00,2.65e-01,2.06e-14,5.22e-01,0.00e+00,1.96e-01,1.08e+00,0.00e+00
20240422161800-20240422235708,20240414000000-20240417000000,2024-04-22 23:55:08,VALCCG:D02_L18:PRES,5.38e-01,3.34e-02,9.50e+02,9.793e-02,4.12e+00,1.06e+00,1.01e+00,8.96e-01,7.96e-07,2.04e-07,3.14e-07,2.25e-07,9.18e-01,8.28e-04,6.43e-02,2.60e-02,0.00e+00,2.06e+00,1.15e-01,1.06e-12,9.20e-01,0.00e+00,3.82e-01,1.90e+00,0.00e+00
20240422161800-20240422235708,20240414000000-20240417000000,2024-04-22 23:55:08,VALCCG:D04_L07:PRES,1.62e+00,1.29e-01,9.50e+02,4.065e+00,1.28e+01,1.15e+00,1.17e+00,5.11e-01,5.35e-06,4.79e-07,2.03e-06,1.58e-07,3.72e-01,2.42e-02,4.10e-01,3.84e-01,0.00e+00,9.67e-01,5.69e-02,1.14e+01,5.11e-01,0.00e+00,9.35e-02,4.78e-01,0.00e+00
20240422161800-20240423015713,20240415000000-20240418000000,2024-04-23 01:55:13,VALCCG:D02_L18:PRES,5.41e-01,3.48e-02,9.50e+02,1.123e-01,4.12e+00,1.06e+00,1.01e+00,8.87e-01,7.96e-07,2.04e-07,3.22e-07,2.27e-07,8.93e-01,8.22e-04,7.88e-02,3.88e-02,0.00e+00,2.06e+00,1.15e-01,1.06e-12,9.20e-01,0.00e+00,3.82e-01,1.90e+00,0.00e+00
20240422161800-20240423015713,20240415000000-20240418000000,2024-04-23 01:55:13,VALCCG:D04_L07:PRES,1.62e+00,1.28e-01,9.50e+02,4.072e+00,1.28e+01,1.15e+00,1.13e+00,5.03e-01,5.35e-06,4.79e-07,2.03e-06,1.63e-07,3.83e-01,2.71e-02,3.60e-01,3.85e-01,0.00e+00,9.67e-01,5.69e-02,1.14e+01,5.11e-01,0.00e+00,9.35e-02,4.78e-01,0.00e+00
20240422161800-20240423101520,20240415000000-20240418000000,2024-04-23 10:13:20,VALCCG:D02_L18:PRES,5.41e-01,3.48e-02,9.50e+02,1.123e-01,4.12e+00,1.06e+00,1.01e+00,8.87e-01,7.96e-07,2.04e-07,3.22e-07,2.27e-07,8.93e-01,8.22e-04,7.88e-02,3.88e-02,0.00e+00,2.06e+00,1.15e-01,1.06e-12,9.20e-01,0.00e+00,3.82e-01,1.90e+00,0.00e+00
20240422161800-20240423101520,20240415000000-20240418000000,2024-04-23 10:13:20,VALCCG:D04_L07:PRES,1.62e+00,1.28e-01,9.50e+02,4.072e+00,1.28e+01,1.15e+00,1.13e+00,5.03e-01,5.35e-06,4.79e-07,2.03e-06,1.63e-07,3.83e-01,2.71e-02,3.60e-01,3.85e-01,0.00e+00,9.67e-01,5.69e-02,1.14e+01,5.11e-01,0.00e+00,9.35e-02,4.78e-01,0.00e+00
20240424010700-20240424021814,20240416000000-20240419000000,2024-04-24 02:16:14,VALCCG:D06_L03:PRES,4.61e-01,1.41e-01,6.24e+02,3.697e-01,2.90e+00,7.93e-01,1.11e+00,5.89e-01,2.70e-07,7.41e-08,8.18e-07,1.23e-07,5.98e-01,8.34e-04,5.07e-01,5.00e-05,0.00e+00,1.41e+00,6.04e-02,4.16e-10,6.11e-01,0.00e+00,2.99e-01,1.30e+00,0.00e+00
20240424022030-20240424081814,20240416000000-20240419000000,2024-04-24 08:16:14,VALCCG:D06_L06:PRES,4.43e-01,6.88e-02,8.01e+02,2.519e-01,1.24e+00,9.18e-01,1.05e+00,4.76e-01,2.31e-07,1.71e-07,1.38e-06,3.37e-07,5.34e-01,2.04e-03,4.79e-01,3.93e-02,0.00e+00,9.99e-01,1.47e-03,2.30e-01,6.72e-02,0.00e+00,2.91e-02,1.04e-01,0.00e+00
20240424195130-20240424204219,20240416000000-20240419000000,2024-04-24 20:40:19,VALCCG:D02_L13:PRES,1.73e+00,2.66e-01,1.00e+03,7.225e-01,9.27e+00,5.28e-01,7.22e-01,1.89e-01,2.53e-07,1.44e-08,8.04e-08,1.20e-08,5.73e-01,1.24e-01,7.46e-05,1.49e-01,0.00e+00,5.60e+00,7.43e-02,6.86e-12,9.33e-13,0.00e+00,1.23e+00,5.68e+00,0.00e+00
20240424195130-20240424204219,20240416000000-20240419000000,2024-04-24 20:40:19,VALCCG:D02_L17:PRES,9.01e-01,8.59e-02,1.00e+03,1.302e+00,7.45e+00,6.86e-01,1.08e+00,5.73e-01,1.97e-06,1.81e-07,5.98e-07,1.68e-07,6.04e-01,2.24e-03,4.50e-01,2.65e-02,0.00e+00,4.14e+00,2.05e-01,1.38e-07,4.97e-01,0.00e+00,6.62e-01,4.20e+00,0.00e+00
20240425100400-20240425123435,20240417000000-20240420000000,2024-04-25 12:32:35,VALCCG:D12_L23:PRES,3.43e+00,1.02e-01,1.15e+03,9.325e-01,8.28e+00,2.53e+00,2.10e-01,2.02e-02,2.27e-07,6.95e-08,9.05e-08,3.47e-09,4.19e-14,2.75e+01,1.99e-01,1.15e-02,0.00e+00,6.76e+00,1.68e-02,7.42e-08,3.41e-09,0.00e+00,1.48e+00,5.41e+00,0.00e+00
20240426051800-20240426073339,20240418000000-20240421000000,2024-04-26 07:31:39,VALCCG:D10_L05:PRES,5.11e-01,4.50e-02,1.10e+03,1.792e-01,4.28e+00,5.23e-01,1.03e+00,5.17e-01,1.06e-06,1.29e-07,2.93e-07,1.13e-07,3.47e-01,1.74e-02,3.14e-01,3.70e-01,0.00e+00,2.65e+00,1.67e-01,5.60e-13,3.89e-01,0.00e+00,3.70e-01,1.99e+00,0.00e+00
20240426051800-20240426073339,20240418000000-20240421000000,2024-04-26 07:31:39,VALCCG:D10_L06:PRES,5.17e-01,7.13e-02,1.10e+03,1.755e+00,4.61e+00,5.19e-01,1.08e+00,5.21e-01,1.58e-06,1.78e-07,6.87e-07,1.59e-07,3.46e-01,1.70e-02,3.65e-01,3.71e-01,0.00e+00,3.14e+00,2.40e-01,1.55e-12,4.01e-01,0.00e+00,3.53e-01,2.26e+00,0.00e+00
20240426133200-20240426192952,20240418000000-20240421000000,2024-04-26 19:27:52,VALCCG:D01_L01A:PRES,3.65e-01,2.81e-02,9.01e+02,2.028e-01,1.24e+00,8.29e-01,9.87e-01,4.71e-01,2.10e-07,1.40e-07,3.27e-06,7.62e-07,5.49e-01,3.04e-03,3.70e-01,6.82e-02,0.00e+00,8.40e-01,2.39e-04,4.33e-01,3.96e-04,0.00e+00,2.44e-02,1.43e-01,0.00e+00
20240427013930-20240427040320,20240419000000-20240422000000,2024-04-27 04:01:20,VALCCG:D04_L03:PRES,1.64e+00,1.90e-01,1.15e+03,6.373e+00,1.15e+01,8.27e-01,1.30e+00,5.97e-01,1.51e-06,1.08e-07,1.84e-06,7.56e-08,6.61e-01,2.69e-03,6.28e-01,6.22e-03,0.00e+00,9.34e+00,2.51e-01,5.18e-09,4.57e-01,0.00e+00,8.21e-01,5.42e+00,0.00e+00
20240427013930-20240427040320,20240419000000-20240422000000,2024-04-27 04:01:20,VALCCG:D04_L04:PRES,1.66e+00,1.83e-01,1.15e+03,5.462e+00,1.04e+01,8.02e-01,1.33e+00,5.65e-01,1.53e-06,1.19e-07,1.97e-06,7.93e-08,6.11e-01,3.41e-03,6.84e-01,3.62e-02,0.00e+00,1.13e+01,3.13e-01,2.87e-10,4.23e-01,0.00e+00,6.11e-01,3.71e+00,0.00e+00
20240427040330-20240427123009,20240419000000-20240422000000,2024-04-27 12:28:09,VALCCG:D06_L03:PRES,3.08e-01,5.48e-02,1.15e+03,2.696e-01,2.66e+00,6.41e-01,1.11e+00,5.60e-01,8.56e-07,2.06e-07,3.74e-07,1.08e-07,5.49e-01,1.92e-03,5.02e-01,5.54e-02,0.00e+00,1.38e+00,6.72e-02,2.14e-13,4.90e-01,0.00e+00,2.13e-01,1.12e+00,0.00e+00
20240427165600-20240427225349,20240419000000-20240422000000,2024-04-27 22:51:49,VALCCG:D01_L02:PRES,6.19e-01,6.74e-02,1.15e+03,4.011e-01,1.28e+00,8.55e-01,1.07e+00,2.42e-01,3.60e-07,2.41e-07,7.69e-07,1.44e-07,2.16e-01,4.34e-03,7.69e-01,8.49e-02,0.00e+00,5.29e-01,7.00e-03,1.61e-01,5.91e-01,0.00e+00,3.91e-02,2.72e-01,0.00e+00
20240427165600-20240427225349,20240419000000-20240422000000,2024-04-27 22:51:49,VALCCG:D07_L00:PRES,8.23e-01,6.24e-02,1.15e+03,3.643e-01,1.39e+00,1.08e+00,1.05e+00,2.63e-01,2.13e-07,1.66e-07,5.84e-07,1.17e-07,1.90e-01,1.01e-03,7.94e-01,7.11e-02,0.00e+00,1.24e+00,1.27e-03,2.13e-11,4.65e-03,0.00e+00,2.94e-02,1.50e-01,0.00e+00
20240427165600-20240427225349,20240419000000-20240422000000,2024-04-27 22:51:49,VALCCG:D07_L02:PRES,7.18e-01,5.48e-02,1.15e+03,3.703e-01,1.23e+00,9.63e-01,1.07e+00,2.51e-01,1.49e-07,1.17e-07,4.35e-07,8.68e-08,1.89e-01,1.54e-03,8.12e-01,6.95e-02,0.00e+00,1.04e+00,1.31e-03,1.11e-07,7.04e-02,0.00e+00,3.06e-02,1.46e-01,0.00e+00
20240427165600-20240427225349,20240419000000-20240422000000,2024-04-27 22:51:49,VALCCG:D07_L05:PRES,4.86e-01,4.50e-02,1.15e+03,2.051e-01,1.23e+00,1.06e+00,9.95e-01,5.78e-01,2.36e-07,2.03e-07,5.10e-07,2.20e-07,5.24e-01,1.29e-16,4.29e-01,4.12e-02,0.00e+00,1.15e+00,7.79e-04,6.19e-12,1.13e-02,0.00e+00,1.37e-02,7.60e-02,0.00e+00
20240427165600-20240427225349,20240419000000-20240422000000,2024-04-27 22:51:49,VALCCG:D08_L16X:PRES,9.94e-01,3.85e-02,1.15e+03,3.818e-01,1.64e+00,1.30e+00,9.76e-01,3.14e-01,2.94e-07,2.34e-07,7.40e-07,2.08e-07,1.70e-01,2.02e-10,6.82e-01,1.25e-01,0.00e+00,1.41e+00,6.96e-04,4.36e-02,5.46e-03,0.00e+00,3.41e-02,2.20e-01,0.00e+00
